code;libelle;niveau;code_parent;code_famille;libelle_famille;section;categorie_principale;categorie_metier;profil_formulaire;ordre_affichage
241.024;Compteur, détecteur de faux billets/monnaie;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241024
241.025;Comptoir;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241025
241.026;Congélateur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241026
241.027;Cuisinière (multifonction);ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241027
241.028;Réchaud;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241028
241.029;Four;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241029
241.030;Micro-onde;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241030
241.031;Destructeur de document;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241031
241.032;Distributeur/fontaine d’eau;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241032
241.033;Divan;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241033
241.034;Echelle;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241034
241.035;Ecran de projection;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241035
241.036;Editeur de papier;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241036
241.037;Etagère des archives;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241037
241.038;Extincteur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241038
241.039;Fauteuil de salon complet;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241039
241.040;Fauteuil de salon individuel;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241040
241.041;Fauteuil directeur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241041
241.042;Fer à repasser;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241042
241.043;Guéridon;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241043
241.044;Humidificateur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241044
241.045;Lampe de Bureau;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241045
241.046;Lave main;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241046
241.047;Lit;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241047
241.048;Lit camping;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241048
241.049;Machine à calculer;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241049
241.050;Machine à écrire;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241050
241.052;Machine offset;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241052
241.053;Magnétophone;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241053
241.054;Malette;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241054
241.055;Massicot;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241055
241.056;Matelas;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241056
241.057;Meuble télé;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241057
241.058;Panneau enseigne;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241058
241.059;Panneau publicitaire;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241059
241.060;Perforeuse géante;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241060
241.061;Porte manteau;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241061
241.062;Poste radio;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241062
241.063;Poste téléviseur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241063
241.064;Pupitre;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241064
241.065;Réfrigérateur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241065
241.066;Régulateur de tension;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241066
241.067;Ronéotyper;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241067
241.068;Sirène;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241068
241.069;Table à manger;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241069
241.070;Table d’ordinateur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241070
241.071;Table de réunion;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241071
241.072;Tableau d’affichage;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241072
241.073;Tabouret;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241073
241.074;Téléphone, fax, télex;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241074
241.075;Thermos;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241075
241.076;Trépieds;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241076
241.077;Urne;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241077
241.078;Ventilateur sur pieds;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241078
241.079;Vidéo projecteur;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241079
241.999;Autres mobiliers et matériels de bureau et de logement;ARTICLE;241;241;MOBILIER ET MATERIEL DE BUREAU ET DE LOGEMENT;IMMOBILISATION;MOBILIER ET BUREAU;MOBILIER;mobilier;241999
242.002;Imprimante;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242002
242.003;Ordinateur portable;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242003
242.004;Onduleur;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242004
242.005;Serveurs de réseau;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242005
242.006;Tablette;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242006
242.007;Switch;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242007
242.008;Disque dur externe;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242008
242.009;Armoire informatique;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242009
242.010;Coffret informatique;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242010
242.011;Photocopieuse;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242011
242.012;Scanner;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242012
242.013;Etiqueteuse;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242013
242.014;Terminal PMU;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242014
242.015;Routeur;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242015
242.016;Editeur de chèques;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242016
242.017;Modem (clé de connexion...);ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242017
242.018;Caméra;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242018
242.019;Appareil Photo;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242019
242.020;Répéteur;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242020
242.999;Autres matériels informatiques;ARTICLE;242;242;MATERIELS INFORMATIQUES DE BUREAU;IMMOBILISATION;MATERIEL INFORMATIQUE;MOBILIER;informatique;242999
243.001;Moto;ARTICLE;243;243;MATERIEL DE TRANSPORT DE SERVICE ET DE FONCTION;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;243001
243.002;Voiture;ARTICLE;243;243;MATERIEL DE TRANSPORT DE SERVICE ET DE FONCTION;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;243002
243.003;Vélo;ARTICLE;243;243;MATERIEL DE TRANSPORT DE SERVICE ET DE FONCTION;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;243003
243.999;Autres matériels de transport de service et de fonction;ARTICLE;243;243;MATERIEL DE TRANSPORT DE SERVICE ET DE FONCTION;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;243999
244.001;Cage à grimper (jardin d’enfants);ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244001
244.002;Chargeur de batterie;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244002
244.003;Concasseur-broyeur;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244003
244.004;Etau d’établi;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244004
244.006;Lampe de mineur;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244006
244.007;Machine d'extraction;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244007
244.008;Meuleuse d’angle;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244008
244.009;Moule de fabrique de savon;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244009
244.010;Moulin;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244010
244.011;Plaque solaire;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244011
244.012;Poste à souder;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244012
244.013;Rabot (mine);ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244013
244.014;Tréteau;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244014
244.015;Trousse de cuvelage;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244015
244.016;Usine de décorticage;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244016
244.017;Abreuvoir;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244017
244.018;Affûteuse;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244018
244.019;Agitateur;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244019
244.020;Agrafeuse gros travaux;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244020
244.021;Ampèremètre;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244021
244.022;Appareil à étanchéité;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244022
244.023;Appareil de centre de gravité;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244023
244.024;Appareil de récupération;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244024
244.025;appareil de test réfrigérant;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244025
244.026;Appareil pour interférence mécanique;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244026
244.027;Appareil respiratoire;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244027
244.028;Armoire à bac;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244028
244.029;Armoire de rangement;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244029
244.030;Armoire métallique;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244030
244.031;Autel;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244031
244.032;Baie;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244032
244.033;Balance;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244033
244.034;Balance de Labo;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244034
244.035;Balançoires (jardin d’enfants);ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244035
244.037;Banc de redressage;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244037
244.038;Banc didactique;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244038
244.039;Bassine en aluminium;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244039
244.040;Bassine en plastique;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244040
244.041;Boudineuse;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244041
244.042;Burin;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244042
244.043;calculatrice;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244043
244.044;Calorimètre;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244044
244.045;Carte graphique;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244045
244.046;Cheval mobile (jardin d’enfants);ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244046
244.047;Cintreuse hydraulique;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244047
244.048;Cisaille;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244048
244.049;Compresseur;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244049
244.050;Corde pour le grimpé;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244050
244.051;Cordeau en nylon;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244051
244.052;Coupe papier;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244052
244.053;Couteau;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244053
244.054;Cric;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244054
244.055;Cuillère;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244055
244.056;Daba;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244056
244.057;Décamètre;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244057
244.058;Décrasseuse Manuel;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244058
244.059;Dégauchisseuse;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244059
244.060;Démonte pneu;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244060
244.061;Démonte ressort;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244061
244.062;Dynamomètre;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244062
244.063;Echotiers de science;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244063
244.064;Electroscope trépieds;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244064
244.065;Elévateur mobile;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244065
244.066;Enclume;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244066
244.068;Equilibreuse de roues;ARTICLE;244;244;MATERIELS ET OUTILLAGES TECHNIQUES;IMMOBILISATION;MATERIEL ROULANT ET TRANSPORT;MATERIEL_ROULANT;roulant;244068
